"ID","EndTime","Sex","Is.English.your.primary.language.","Ethnic.group","Other.ethnic.group","Age..Range.in.years.","What.is.your.religion.","Other.religion","Do.you.consider.yourself.to.have.a.disability..If.yes..please.select.from.the.options.which.best.describes.your.disability...br...Please.note..The.information.you.provide.here.may.not.be.shared.with.the.organisation.that.asked.you.to.take.the.test..If.you.wish.them.to.be.aware.of.your.disability.you.should.contact.them.directly.","Country.of.birth","Other.country.of.birth","PD_Education","PD_JobTitle","PD_Occupation","PD_Reason","PD_Tenure","TimeTaken","wgcta.d.theta.score","wgcta.e.theta.score","wgcta.norm.group","wgcta.other.num.answered","wgcta.other.s1.num.answered","wgcta.other.s1.raw.score","wgcta.other.s2.num.answered","wgcta.other.s2.raw.score","wgcta.other.s3.num.answered","wgcta.other.s3.raw.score","wgcta.other.s4.num.answered","wgcta.other.s4.raw.score","wgcta.other.s5.num.answered","wgcta.other.s5.raw.score","wgcta.percentile","wgcta.r.theta.score","wgcta.raw.score","wgcta.retest.completion.status","wgcta.retest.status","wgcta.retest.surveyuser.id","wgcta.t.score","wgcta.theta.score","wgcta.verification.theta"
20401,"2013-09-10 12:05:06","Male","Yes","White - Any other White Background","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","LLB","Trainee Solicitor","Student","As an applicant for a job outside of my current organisation","21 to 25 years",1570,0.54181,0.4988,"Graduates in Law, Business, Economic or Finance",40,5,3,12,11,5,3,6,6,12,9,82,0.84739,32,,,,58,0.78173,
10773,"2012-11-13 13:00:32","Female","No","White - Any other White Background","","20-24 years","No religion","","No","Romania","","BA","Presentation Analyst","Information Technology Professional","As an applicant for a job outside of my current organisation","1 to 2 years",784,-0.57218,-0.5485,"Graduates",26,0,0,3,1,5,4,6,5,12,5,1,-1.78849,15,,,,20,-1.61423,
307,"2011-09-08 16:32:37","Male","Yes","White - British","","40-44 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Higher Education Certificate or Diploma","Payroll Manager","Other","As an applicant for a job outside of my current organisation","3 to 4 years",1548,-0.27173,0.04804,"UK General Population",40,5,0,12,8,5,4,6,5,12,7,54,-0.04538,24,,,,51,-0.04427,
53957,"2015-10-28 12:50:48","Male","Yes","White - British","","50-54 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","A-Level Scottish Highers or equivalent","OCU Commander Head of Rape and Child Abuse","Police Officer","As an applicant for a job outside of my current organisation","26 years or more",1760,-1.72872,-0.33267,"Senior Management",40,5,1,12,6,5,1,6,3,12,5,1,-1.08423,16,,,,20,-1.5986,
41632,"2014-11-17 19:53:17","Female","","White - British","","20-24 years","No religion","","No","","","BSc","First Degree Graduate Programme","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1596,-0.3077,0.63414,"Bank of England Graduate & Internship Applicants 2014",40,5,3,12,10,5,3,6,3,12,8,56,0.50503,27,,,,52,0.36919,
44476,"2014-11-02 13:52:46","Male","","White - British","","45-49 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","","","","Master Degree","Area Manager","Fire-fighter","As an applicant for a job in my current organisation","26 years or more",1800,-0.03755,0.03273,"Senior Management",40,5,2,12,10,5,4,6,5,12,7,48,0.51342,28,,,,50,0.28215,
3424,"2014-12-28 12:13:58","Male","Yes","White - British","","16-19 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Colombia","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","16 to 20 years",1495,0.46568,0.89465,"Hogan Lovells Graduates",40,5,4,12,12,5,3,6,4,12,9,76,1.55127,32,,,,56,1.30516,
8998,"2012-08-21 14:11:04","Male","Yes","White - British","","16-19 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","11 to 15 years",1800,-0.32579,-0.75151,"UK General Population",40,5,3,12,7,5,3,6,3,12,4,38,-0.20399,20,,,,47,-0.41039,
39584,"2014-10-12 15:12:28","Female","Yes","Black or Black British - African","","50-54 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","LLB","Contracts and Procurement Lawyer","Legal Professional","As an applicant for a job outside of my current organisation","3 to 4 years",1800,-0.12244,-0.01277,"Managers",40,5,3,12,7,5,2,6,5,12,8,36,-0.34192,25,,,,47,-0.24808,
3589,"2015-02-10 17:18:04","Female","Yes","Mixed - White and Asian","","16-19 years","No religion","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","None of the above","Less than 1 year",1532,0.59514,2.02207,"Hogan Lovells Graduates",40,5,3,12,9,5,4,6,6,12,12,59,0.03184,34,,,,52,1.00267,
4750,"2016-01-16 15:20:53","Male","","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","","","A-Level Scottish Highers or equivalent","Summer Vacation Scheme","Student","As an applicant for a job outside of my current organisation","1 to 2 years",666,-0.90286,0.65446,"Hogan Lovells Graduates",40,5,3,12,7,5,1,6,3,12,10,2,-0.63622,24,,,,26,-0.54913,
41230,"2014-11-20 17:43:46","Male","Yes","White - British","","16-19 years","No religion","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","1 to 2 years",961,-0.84467,-0.33279,"Bank of England Graduate & Internship Applicants 2014",40,5,1,12,7,5,2,6,4,12,6,19,0.16018,20,,,,42,-0.34662,
26271,"2013-12-12 21:27:03","Male","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","BSc","General Management Graduate Scheme","Student","As an applicant for a job outside of my current organisation","Prefer not to say",1800,0.60308,-0.67302,"Graduates",40,5,4,12,9,5,4,6,4,12,6,53,0.30246,27,,,,51,0.20832,
53405,"2016-03-02 14:18:33","Female","Yes","White - British","","20-24 years","No religion","","No","England","","BA","Student","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1647,-0.06063,0.10538,"Graduates",40,5,4,12,9,5,2,6,5,12,7,49,0.1348,27,,,,50,0.1498,
19777,"2014-07-09 09:55:08","Female","Yes","White - Irish","","30-34 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Ireland","","Other","Snr European payroll Specialist & Payroll Projects Manager","Human Resource Professional","As an applicant for a job outside of my current organisation","8 to 10 years",1800,-0.05178,-1.60869,"UK General Population",31,5,3,12,9,5,4,6,4,3,0,18,0.14296,20,,,,41,-0.78875,
39606,"2014-10-14 06:37:42","Female","Yes","White - Any other White Background","","35-39 years","No religion","","No","Australia","","Master Degree","Lawyer","Legal Professional","As an applicant for a job outside of my current organisation","11 to 15 years",1800,0.5325,0.29874,"Managers",40,5,3,12,11,5,5,6,4,12,9,81,0.77048,32,,,,59,0.83441,
17566,"2013-03-19 18:40:58","Female","Yes","White - British","","50-54 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Master Degree","Change Agent ","Administrative/Clerical","As an applicant for a job outside of my current organisation","1 to 2 years",1800,-0.45994,-1.62798,"Public Sector Managers",30,5,4,12,9,5,3,6,3,2,2,15,0.09821,21,,,,40,-0.72871,
3078,"2014-08-02 20:15:25","Female","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student ","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1149,0.35922,0.48264,"Hogan Lovells Graduates",40,5,3,12,10,5,5,6,4,12,10,18,0.0966,32,,,,40,0.48129,
41627,"2014-11-20 15:14:30","Male","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","11 to 15 years",800,0.75363,1.71922,"Bank of England Graduate & Internship Applicants 2014",40,5,3,12,12,5,5,6,5,12,11,99,1.45799,36,,,,73,1.86266,
10724,"2012-11-15 17:51:49","Male","No","White - Any other White Background","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Italy","","Master Degree","Economist","New to Workforce","As an applicant for a job outside of my current organisation","Less than 1 year",1800,0.17841,0.86524,"Graduates",40,5,3,12,11,5,4,6,3,12,9,80,0.6844,30,,,,58,0.80929,
47413,"2015-02-08 16:02:42","Female","Yes","White - British","","50-54 years","No religion","","No","United Kingdom","","Other","Contracts Adviser","Legal Professional","As an applicant for a job outside of my current organisation","26 years or more",1580,0.1512,1.19183,"Managers",40,5,5,12,11,5,2,6,4,12,10,85,0.81633,32,,,,60,1.01876,
50867,"2015-08-04 11:52:11","Male","","White - British","","50-54 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","","","LLB","solicitor","Legal Professional","As an applicant for a job outside of my current organisation","26 years or more",1480,-0.09674,-1.02801,"Managers",40,5,3,12,9,5,4,6,5,12,4,40,0.61972,25,,,,48,-0.13729,
21689,"2013-11-12 16:29:02","Male","Yes","Asian or Asian British - Indian","","20-24 years","Other religion, please specify below","Jainism","No","Kenya","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1778,0.73947,0.39061,"Bank of England Graduate & Internship Applicants 2013",40,5,5,12,11,5,2,6,5,12,8,86,1.05992,31,,,,60,0.94213,
40318,"2014-11-03 14:47:54","Male","Yes","White - British","","16-19 years","No religion","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","1 to 2 years",913,0.53473,1.04014,"Bank of England Graduate & Internship Applicants 2014",40,5,4,12,10,5,4,6,5,12,9,92,0.83277,32,,,,64,1.21971,
48424,"2015-03-31 07:46:18","Male","Yes","White - British","","25-29 years","No religion","","No","Wales","","Other","Solicitor","Legal Professional","As an applicant for a job outside of my current organisation","1 to 2 years",1801,0.34346,-0.46223,"Managers",40,5,3,12,9,5,4,6,5,12,5,57,0.6797,26,,,,52,0.27661,
48437,"2015-03-29 19:33:01","Female","Yes","White - British","","25-29 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","LLB","current position solicitor applied for assistant land registrar","Legal Professional","As an applicant for a job outside of my current organisation","3 to 4 years",1795,0.23353,-0.15759,"Managers",40,5,4,12,9,5,4,6,2,12,5,53,0.1519,24,,,,51,0.11822,
28753,"2014-01-13 14:42:02","Female","Yes","White - British","","30-34 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","LLB","lawyer","Legal Professional","As part of a trial","Less than 1 year",1731,0.81383,0.06146,"Managers",40,5,4,12,9,5,5,6,3,12,7,78,0.67285,28,,,,58,0.77925,
24519,"2013-10-29 04:47:20","Female","Yes","Asian or Asian British - Chinese","","","","Atheist ","No","Australia","","Other","Student","Student","None of the above","8 to 10 years",1355,-0.05262,-0.2796,"UK General Population",40,5,2,12,8,5,3,6,4,12,6,50,-0.22015,23,,,,50,-0.1895,
17549,"2013-03-20 08:52:33","Female","Yes","White - British","","55-59 years","No religion","","No","United Kingdom","","BA","Head of Safeguarding","Other","For professional development","26 years or more",1747,1.44974,1.14288,"UK General Population",40,5,4,12,10,5,5,6,5,12,10,96,0.46578,34,,,,67,1.26373,
39675,"2014-10-11 14:35:24","Female","Yes","Asian or Asian British - Indian","","25-29 years","Hindu","","No","United Kingdom","","Master Degree","Solicitor ","Legal Professional","As an applicant for a job outside of my current organisation","3 to 4 years",1800,0.58235,-0.63682,"Managers",37,5,3,12,9,5,4,6,5,9,3,53,0.6415,24,,,,51,0.16699,
45783,"2016-02-14 12:00:47","Male","Yes","White - British","","40-44 years","No religion","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Property Underwriter","Other","As an applicant for a job outside of my current organisation","21 to 25 years",1796,1.50621,0.24049,"UK General Population",40,5,4,12,9,5,5,6,6,12,8,84,0.14468,32,,,,60,0.75971,
53275,"2016-01-04 19:24:23","Male","Yes","White - Any other White Background","Eastern European","20-24 years","Muslim","","No","United Kingdom","","BSc","Telemarketer","Marketing Professional","As an applicant for a job outside of my current organisation","Less than 1 year",1801,0.92583,-0.01681,"Graduates",40,5,4,12,4,5,5,6,4,12,8,10,-1.71613,25,,,,36,-0.83369,
14718,"2013-02-07 08:18:50","Female","Yes","White - Any other White Background","","25-29 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Ireland","","Master Degree","Student","Legal Professional","As an applicant for a job outside of my current organisation","1 to 2 years",1546,-0.36728,-0.8267,"UK General Population",40,5,3,12,10,5,2,6,4,12,5,50,0.48392,24,,,,50,-0.15995,
57268,"2016-03-21 10:51:30","Female","Yes","Black or Black British - Caribbean","","Prefer not to say","Prefer not to say","","No","United Kingdom","","GCSE or equivalent","Senior Advisor","Administrative/Clerical","As an applicant for a job in my current organisation","8 to 10 years",1293,-1.88418,-1.0009,"UK General Population",39,5,1,12,8,4,2,6,2,12,5,1,-0.19346,18,,,,25,-1.65073,
8906,"2012-08-16 15:28:22","Female","Yes","White - British","","25-29 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Belgium","","LLB","Para legal","New to Workforce","As an applicant for a job outside of my current organisation","Less than 1 year",1671,1.79807,0.71396,"UK General Population",40,5,5,12,8,5,5,6,5,12,8,66,-0.56811,31,,,,54,0.25209,
26457,"2016-02-12 18:43:17","Male","","","","","","","","","","LLB","Solicitor","Legal Professional","As an applicant for a job outside of my current organisation","1 to 2 years",1496,-0.32839,0.42285,"Hogan Lovells Graduates",40,5,4,12,9,5,2,6,5,12,8,18,0.63417,28,,,,40,0.38726,
23090,"2014-04-09 16:53:46","Male","No","Asian or Asian British - Chinese","","20-24 years","No religion","","No","Hong Kong","","A-Level Scottish Highers or equivalent","n/a","Student","As an applicant for a job outside of my current organisation","16 to 20 years",1800,-0.24505,-0.74347,"Bank of England Graduate & Internship Applicants 2013",38,5,2,12,9,5,3,6,5,10,3,22,0.07845,22,,,,43,-0.34183,
54424,"2015-11-30 20:21:11","Female","Yes","White - British","","35-39 years","No religion","","No","United Kingdom","","LLB","Solicitor","Legal Professional","As an applicant for a job outside of my current organisation","5 to 7 years",1751,0.50402,0.50473,"Managers",40,5,4,12,12,5,5,6,3,12,9,85,1.22567,33,,,,60,0.98448,
31062,"2014-03-21 13:21:25","Male","No","White - Any other White Background","","25-29 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Italy","","Master Degree","Commercial & International Cooperation Manager","Other","As an applicant for a job outside of my current organisation","3 to 4 years",1795,0.53512,-0.09059,"UK General Population",40,5,3,12,10,5,4,6,4,12,6,76,0.41591,27,,,,57,0.40605,
30760,"2014-03-09 21:41:30","Male","Yes","Asian or Asian British - Indian","","20-24 years","Sikh","","No","United Kingdom","","BSc","Graduate Environmental Health Officer","Student","As an applicant for a job outside of my current organisation","Less than 1 year",1800,0.45051,-0.76559,"UK General Population",38,5,3,12,9,5,4,6,6,10,7,76,0.72683,29,,,,57,0.46936,
37092,"2014-08-14 10:34:11","Female","Yes","Asian or Asian British - Indian","","40-44 years","Hindu","","No","India","","Other","Accountant","Self Employed/Business Owner","As an applicant for a job outside of my current organisation","1 to 2 years",1218,0.3845,-0.80174,"UK General Population",40,5,3,12,10,5,5,6,5,12,6,62,0.4546,29,,,,53,0.17316,
32367,"2014-03-24 13:58:12","Male","Yes","White - Irish","","30-34 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Master Degree","Investigating Committee Member","Other","As an applicant for a job outside of my current organisation","5 to 7 years",1800,0.59851,0.29563,"UK General Population",40,5,4,12,10,5,5,6,2,12,8,82,0.29275,29,,,,59,0.61915,
3520,"2015-01-17 21:29:02","Female","Yes","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1801,0.2452,0.98272,"Hogan Lovells Graduates",40,5,4,12,10,5,3,6,4,12,10,59,0.92065,31,,,,52,1.06313,
7787,"2012-05-07 12:39:38","Male","Yes","Black or Black British - African","","Prefer not to say","Prefer not to say","","No","United Kingdom","","BSc","Customer Engagement","Prefer not to say","As an applicant for a job outside of my current organisation","Prefer not to say",1294,-0.90355,-0.34169,"Senior Management",40,5,3,12,11,5,3,6,2,12,6,26,0.64078,25,,,,44,-0.14042,
8699,"2014-01-03 09:58:02","Male","Yes","White - British","","45-49 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Master Degree","Managing Consultant","Human Resource Professional","As part of a trial","1 to 2 years",1801,1.23467,0.05351,"UK General Population",40,5,4,12,10,5,5,6,5,12,8,90,0.85413,32,,,,63,1.02763,
14433,"2013-02-04 16:12:44","Female","Yes","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1800,-0.1845,0.36197,"Executive Search candidates (UK)",40,5,2,12,9,5,3,6,5,12,8,39,0.28947,27,,,,49,0.27223,
23583,"2013-09-26 08:50:09","Female","Yes","White - British","","40-44 years","No religion","","No","United Kingdom","","Master Degree","Promoting health enagagmenrt lead","Other","For professional development","5 to 7 years",1104,-1.45973,0.03589,"UK General Population",40,5,0,12,8,5,3,6,3,12,7,8,-1.09143,21,,,,36,-1.11472,
46448,"2015-01-10 14:06:51","Male","Yes","White - Any other White Background","","35-39 years","No religion","","No","Germany","","No formal qualification","Head of Business Intelligence","Information Technology Professional","As an applicant for a job outside of my current organisation","3 to 4 years",991,0.34689,0.65048,"UK General Population",40,5,4,12,11,5,4,6,3,12,9,93,1.02118,31,,,,65,1.06385,
32976,"2014-04-10 12:36:34","Male","Yes","White - British","","40-44 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Master Degree","assistant director of oharmacy","Medical Professional","For professional development","16 to 20 years",1563,-0.25187,-1.13747,"Public Sector Managers",40,5,3,12,8,5,3,6,3,12,3,38,0.49301,20,,,,47,-0.15244,
10664,"2012-11-20 10:40:15","Male","","Black or Black British - African","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Uganda","","A-Level Scottish Highers or equivalent","Mr","Student","None of the above","Prefer not to say",1529,-0.17948,-0.65419,"Graduates",40,5,2,12,9,5,3,6,5,12,6,30,-0.07636,25,,,,45,-0.3069,
14405,"2013-01-24 21:15:55","Male","Yes","Asian or Asian British - Pakistani","","25-29 years","Muslim","","No","Pakistan","","Other","Senior Forensic Accountant","Accountant","As an applicant for a job outside of my current organisation","5 to 7 years",1679,-0.09808,-0.61019,"Executive Search candidates (UK)",40,5,2,12,9,5,3,6,4,12,6,29,0.21596,24,,,,45,-0.08345,
47335,"2015-02-05 21:08:15","Male","Yes","Asian or Asian British - Indian","","20-24 years","Hindu","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1086,0.80113,0.70535,"Graduates",40,5,5,12,11,5,3,6,6,12,9,91,1.00685,34,,,,62,1.20793,
33000,"2014-04-01 07:01:21","Male","Yes","White - British","","30-34 years","No religion","","No","United Kingdom","","BSc","technician /consultant","Consultant","As an applicant for a job outside of my current organisation","5 to 7 years",1773,0.06512,0.11315,"UK General Population",40,5,2,12,10,5,4,6,5,12,8,76,0.78644,29,,,,57,0.45188,
56541,"2016-02-22 17:57:44","Female","Yes","White - British","","25-29 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","BSc","Clinical Studies Officer","Medical Professional","As an applicant for a job outside of my current organisation","1 to 2 years",1115,-0.58144,0.70979,"UK General Population",40,5,2,12,4,5,4,6,4,12,9,1,-1.89139,23,,,,25,-1.49069,
53266,"2015-12-21 19:37:54","Female","No","Asian or Asian British - Chinese","","20-24 years","No religion","","No","China","","Master Degree","Student","Student","As an applicant for a job outside of my current organisation","Less than 1 year",1717,-0.02091,0.50591,"Graduates",40,5,3,12,10,5,5,6,3,12,8,72,0.70966,29,,,,56,0.67359,
19682,"2013-08-15 17:03:51","Male","Yes","White - Any other White Background","","25-29 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","Dyslexia","United Kingdom","Germany","Master Degree","Commercial Officer","Other","As an applicant for a job outside of my current organisation","3 to 4 years",1653,-0.98811,-0.0097,"Executive Search candidates (UK)",40,5,1,12,10,5,4,6,2,12,7,29,0.41013,24,,,,45,-0.07537,
52765,"2015-10-10 20:40:28","Male","","White - British","","35-39 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Master Degree","Legal advisor","Legal Professional","As an applicant for a job outside of my current organisation","8 to 10 years",0,0.0687,1.22773,"Managers",40,5,4,12,9,5,4,6,3,12,10,74,0.2927,30,,,,57,0.64474,
38774,"2016-01-12 14:35:15","Male","Yes","White - British","","25-29 years","No religion","","No","United Kingdom","","Doctoral Degree","Senior Associate","Accountant","As part of a trial","1 to 2 years",1208,1.92843,0.56312,"UK General Population",40,5,5,12,10,5,5,6,6,12,9,98,0.79587,35,,,,69,1.35488,
24896,"2015-03-15 11:18:11","Male","","White - British","","20-24 years","No religion","","No","","","Prefer not to say","CSA","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1247,0.79419,0.33312,"Graduates",40,5,3,12,7,5,5,6,5,12,10,62,0.07283,30,,,,54,0.45034,
28330,"2014-09-10 20:07:11","Male","Yes","White - British","","25-29 years","No religion","","No","United Kingdom","","BA","Insurance Underwriter","Other","As an applicant for a job outside of my current organisation","3 to 4 years",1643,-0.61313,-0.77344,"UK General Population",40,5,2,12,6,5,1,6,4,12,4,16,-0.55399,17,,,,40,-0.83077,
38873,"2015-12-10 14:41:30","Male","Yes","White - British","","40-44 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Master Degree","Public Health Manager","Other","For professional development","8 to 10 years",1800,-0.23538,-1.40455,"UK General Population",35,5,2,12,3,5,3,6,6,7,5,1,-1.73171,19,,,,25,-1.80759,
356,"2011-09-26 19:48:26","Male","Yes","White - British","","30-34 years","No religion","","No","United Kingdom","","Master Degree","Acting Regional Secretary","Other","As an applicant for a job in my current organisation","8 to 10 years",1472,0.41373,1.37615,"UK General Population",39,5,4,12,10,4,3,6,4,12,11,90,0.46604,32,,,,63,1.01752,
32370,"2014-04-21 12:19:09","Female","Yes","White - British","","30-34 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Higher Education Certificate or Diploma","Practice Coordinator","Other","As an applicant for a job outside of my current organisation","1 to 2 years",1450,-1.17779,-1.00079,"UK General Population",40,5,1,12,5,5,3,6,4,12,4,1,-1.1013,17,,,,25,-1.42764,
14255,"2013-01-10 14:24:56","Female","Yes","White - British","","50-54 years","No religion","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Contract Manager","Other","For professional development","3 to 4 years",1283,0.2395,0.14691,"UK General Population",40,5,2,12,7,5,3,6,5,12,9,58,-0.26839,26,,,,52,-0.02103,
43773,"2014-11-02 18:42:00","Female","","Asian or Asian British - Bangladeshi","","25-29 years","Muslim","","No","Bangladesh","","Higher Education Certificate or Diploma","Trainer/Assessor/Dental Nurse","Teacher","As an applicant for a job outside of my current organisation","5 to 7 years",1800,-1.34517,-0.91678,"UK General Population",40,5,2,12,7,5,3,6,1,12,3,18,-0.08356,16,,,,41,-0.77237,
44197,"2014-11-09 18:52:53","Male","Yes","White - British","","45-49 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Higher Education Certificate or Diploma","Hite Co-ordinator","Administrative/Clerical","As an applicant for a job outside of my current organisation","8 to 10 years",1518,1.18354,-0.70681,"UK General Population",40,5,3,12,12,5,5,6,6,12,7,84,1.35595,33,,,,60,0.77766,
56151,"2016-02-26 16:13:03","Female","Yes","White - British","","25-29 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","BSc","assistant psychologist","Other","For professional development","1 to 2 years",1800,0.30077,1.10857,"UK General Population",40,5,3,12,9,5,5,6,4,12,10,84,0.39645,31,,,,60,0.77129,
50643,"2015-08-07 11:15:40","Male","No","Asian or Asian British - Indian","","25-29 years","Hindu","","No","India","","Master Degree","Student","Student","As an applicant for a job outside of my current organisation","Less than 1 year",1728,-0.14278,0.38939,"UK General Population",40,5,3,12,7,5,4,6,4,12,7,18,-1.08705,25,,,,41,-0.78912,
729,"2011-12-23 13:53:00","Male","Yes","White - British","","16-19 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1769,1.79515,1.72969,"Hogan Lovells Graduates",40,5,5,12,9,5,5,6,5,12,11,88,0.36268,35,,,,61,1.49337,
34533,"2014-04-30 17:24:07","Male","Yes","White - British","","40-44 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Doctoral Degree","Director, Benefits and Credits Operations","Customer Service","As an applicant for a job in my current organisation","5 to 7 years",1142,-0.76149,0.51219,"Senior Management",35,5,3,12,10,0,0,6,5,12,9,29,0.72569,27,,,,45,-0.08224,
47669,"2015-02-23 07:40:17","Female","Yes","White - British","","50-54 years","No religion","","No","United Kingdom","","BEd","deputy head teacher","Teacher","As an applicant for a job in my current organisation","26 years or more",1618,0.08783,-0.24944,"Public Sector Managers",40,5,3,12,10,5,3,6,4,12,7,54,0.82874,27,,,,52,0.19023,
51339,"2015-08-11 10:28:20","Male","Yes","White - Any other White Background","British/Finnish","25-29 years","Other religion, please specify below","Agnostic","No","","Qatar","BA","Student","Student","As an applicant for a job outside of my current organisation","Less than 1 year",1754,1.09617,0.55812,"Managers",40,5,4,12,9,5,5,6,4,12,8,85,0.27465,30,,,,60,0.98269,
33810,"2014-04-21 16:26:38","Male","Yes","White - British","","40-44 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","BA","Procurement Director","Other","As an applicant for a job outside of my current organisation","1 to 2 years",1800,-2.32283,-1.78684,"UK General Population",19,5,1,12,8,2,1,0,0,0,0,1,-0.21743,10,,,,25,-2.52837,
22852,"2014-04-03 12:45:24","Male","Yes","White - British","","16-19 years","No religion","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","11 to 15 years",1596,0.90114,0.43835,"Bank of England Graduate & Internship Applicants 2013",40,5,4,12,11,5,5,6,4,12,8,93,1.13785,32,,,,64,1.23107,
19121,"2013-07-14 13:07:15","Female","Yes","White - Irish","","25-29 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Ireland","","Other","Paralegal","Legal Professional","As an applicant for a job in my current organisation","1 to 2 years",1525,0.2443,0.8329,"Public Sector Managers",40,5,4,12,8,5,1,6,6,12,10,67,0.20374,29,,,,55,0.51793,
31350,"2014-04-22 08:58:32","Male","Yes","White - British","","55-59 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Master Degree","Safeguarding Board Chair","Consultant","As an applicant for a job outside of my current organisation","3 to 4 years",1800,0.92274,0.62661,"UK General Population",40,5,4,12,10,5,4,6,5,12,8,86,0.05995,31,,,,61,0.8159,
1664,"2012-11-25 18:14:21","Female","Yes","Asian or Asian British - Chinese","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Hong Kong","","BA","Student","Student","For professional development","Less than 1 year",1725,0.88034,1.06169,"Hogan Lovells Graduates",40,5,4,12,12,5,5,6,3,12,10,76,1.26589,34,,,,56,1.37328,
