"ID","EndTime","Sex","Is.English.your.primary.language.","Ethnic.group","Other.ethnic.group","Age..Range.in.years.","What.is.your.religion.","Other.religion","Do.you.consider.yourself.to.have.a.disability..If.yes..please.select.from.the.options.which.best.describes.your.disability...br...Please.note..The.information.you.provide.here.may.not.be.shared.with.the.organisation.that.asked.you.to.take.the.test..If.you.wish.them.to.be.aware.of.your.disability.you.should.contact.them.directly.","Country.of.birth","Other.country.of.birth","PD_Education","PD_JobTitle","PD_Occupation","PD_Reason","PD_Tenure","TimeTaken","wgcta.d.theta.score","wgcta.e.theta.score","wgcta.norm.group","wgcta.other.num.answered","wgcta.other.s1.num.answered","wgcta.other.s1.raw.score","wgcta.other.s2.num.answered","wgcta.other.s2.raw.score","wgcta.other.s3.num.answered","wgcta.other.s3.raw.score","wgcta.other.s4.num.answered","wgcta.other.s4.raw.score","wgcta.other.s5.num.answered","wgcta.other.s5.raw.score","wgcta.percentile","wgcta.r.theta.score","wgcta.raw.score","wgcta.retest.completion.status","wgcta.retest.status","wgcta.retest.surveyuser.id","wgcta.t.score","wgcta.theta.score","wgcta.verification.theta"
4209,"2015-07-31 20:08:21","Male","Yes","Mixed - Any other Mixed Background","","25-29 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Hong Kong","","BA","Paralegal","Legal Professional","As an applicant for a job outside of my current organisation","Less than 1 year",1639,0.96902,-0.15203,"Hogan Lovells Graduates",40,5,3,12,12,5,4,6,5,12,7,59,1.35662,31,,,,52,1.15563,
52620,"2015-10-05 18:59:12","Female","Yes","White - British","","50-54 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Other","Lawyer","Legal Professional","As an applicant for a job outside of my current organisation","Prefer not to say",1384,1.29703,0.10982,"Managers",40,5,3,12,9,5,5,6,5,12,8,81,0.37404,30,,,,59,0.84214,
12417,"2012-12-16 17:53:14","Male","Yes","White - British","","16-19 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1753,0.09016,-0.07767,"UK General Population",40,5,1,12,10,5,4,6,4,12,9,66,0.49363,28,,,,54,0.19803,
2711,"2014-02-07 23:36:53","Female","Yes","Black or Black British - Caribbean","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","None of the above","16 to 20 years",1719,0.07807,-0.25378,"Hogan Lovells Graduates",40,5,3,12,7,5,4,6,4,12,6,2,-0.55117,24,,,,26,-0.31618,
33662,"2014-04-01 09:40:10","Male","Yes","Asian or Asian British - Pakistani","","30-34 years","Muslim","","No","United Kingdom","","A-Level Scottish Highers or equivalent","assessor","Customer Service","As an applicant for a job outside of my current organisation","Prefer not to say",1278,-9e-05,-0.77865,"UK General Population",40,5,2,12,8,5,4,6,4,12,5,46,-0.12658,23,,,,49,-0.25671,
8778,"2014-12-09 11:26:28","Female","","Black or Black British - African","","45-49 years","No religion","","No","","","Master Degree","Head of Talent Development","Human Resource Professional","For professional development","3 to 4 years",1699,-0.78408,-0.44324,"UK General Population",40,5,2,12,9,5,1,6,4,12,5,42,0.20341,21,,,,48,-0.36186,
50331,"2015-07-14 11:37:44","Male","Yes","White - British","","35-39 years","No religion","","No","United Kingdom","","LLB","Solicitor","Legal Professional","As an applicant for a job in my current organisation","3 to 4 years",0,-0.47653,0.85141,"Managers",40,5,2,12,9,5,5,6,3,12,10,53,-0.08809,29,,,,51,0.10026,
31299,"2014-04-02 09:28:14","Male","Yes","White - British","","50-54 years","No religion","","No","United Kingdom","","BSc","T/Supt Met Police","Police Officer","As an applicant for a job outside of my current organisation","26 years or more",1684,1.18281,-0.33917,"UK General Population",40,5,3,12,10,5,5,6,5,12,7,84,0.77771,30,,,,60,0.70911,
14554,"2013-02-07 08:54:39","Female","Yes","Black or Black British - African","","16-19 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Nigeria","","A-Level Scottish Highers or equivalent","STUDENT","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1800,-1.58714,-0.72903,"UK General Population",40,5,1,12,6,5,2,6,4,12,7,1,-0.87875,20,,,,28,-1.40507,
51723,"2015-08-12 11:46:32","Male","Yes","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","","United Kingdom","","BA","Adjudicator","New to Workforce","As an applicant for a job outside of my current organisation","Less than 1 year",1800,1.89602,0.24648,"Managers",40,5,5,12,9,5,5,6,6,12,7,91,0.60705,32,,,,62,1.20427,
32247,"2014-03-27 06:39:55","Female","Yes","White - British","","40-44 years","No religion","","No","England","","Higher Education Certificate or Diploma","Research Dental Nurse","Other","As an applicant for a job outside of my current organisation","8 to 10 years",1677,-0.50698,0.32438,"UK General Population",40,5,2,12,6,5,2,6,5,12,9,16,-1.18662,24,,,,40,-0.84001,
51331,"2015-08-13 00:32:46","Male","Yes","White - British","","35-39 years","No religion","","","United Kingdom","","BA","Programme Manager","Human Resource Professional","As an applicant for a job outside of my current organisation","11 to 15 years",1759,1.83402,0.42427,"Managers",40,5,5,12,7,5,5,6,6,12,9,78,-0.01983,32,,,,58,0.79222,
2073,"2013-02-22 13:27:01","Female","Yes","Other ethnic group, please specify below","Korean","20-24 years","Prefer not to say","","No","Korea, Republic of (South)","","A-Level Scottish Highers or equivalent","Student","Student","None of the above","Less than 1 year",1348,-0.03405,0.0729,"Hogan Lovells Graduates",40,5,5,12,10,5,4,6,1,12,8,9,0.52483,28,,,,35,0.30182,
7679,"2012-04-28 10:39:02","Female","Yes","White - Any other White Background","","25-29 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","Dyslexia","United Kingdom","","LLB","Adjudicator","Legal Professional","As an applicant for a job outside of my current organisation","Less than 1 year",1800,0.34979,0.25192,"UK General Population",40,5,2,12,2,5,2,6,6,12,9,12,-1.64517,21,,,,38,-1.07809,
47504,"2015-02-15 04:51:04","Male","Yes","White - Irish","","40-44 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Ireland","","Higher Education Certificate or Diploma","Head of Brand","Marketing Professional","As an applicant for a job in my current organisation","11 to 15 years",1710,0.48456,1.04811,"Senior Management",39,5,5,11,9,5,4,6,3,12,10,75,0.67885,31,,,,57,1.03211,
46719,"2015-02-06 12:02:05","","","","","","","","","","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1912,-0.92763,-0.17685,"Executive Search candidates (UK)",40,5,2,12,7,5,1,6,4,12,6,4,-0.85862,20,,,,32,-0.86892,
22555,"2013-11-15 11:52:09","Prefer not to say","Prefer not to say","Prefer not to say","","Prefer not to say","Prefer not to say","","Prefer not to say","Prefer not to say","","Prefer not to say","Postgraduate entry","Prefer not to say","As an applicant for a job outside of my current organisation","Prefer not to say",1154,1.11844,1.05836,"Bank of England Graduate & Internship Applicants 2013",40,5,3,12,11,5,5,6,5,12,10,96,0.92308,34,,,,67,1.42994,
50551,"2015-07-21 11:32:13","Female","Yes","White - British","","40-44 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Master Degree","Head of Resourcing","Human Resource Professional","As part of a trial","16 to 20 years",988,0.44121,-0.43376,"UK General Population",40,5,3,12,9,5,3,6,6,12,5,58,0.01117,26,,,,52,0.0403,
37647,"2014-08-21 09:23:40","Male","Yes","White - Irish","","40-44 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Ireland","","Master Degree","Shannon & Cork Airports Manager","Other","None of the above","5 to 7 years",1786,1.02337,-0.18604,"Senior Management",40,5,4,12,8,5,5,6,4,12,8,48,-0.25148,29,,,,50,0.28654,
42660,"2014-11-18 15:09:12","Female","Yes","White - Irish","","55-59 years","No religion","","No","United Kingdom","","Other","Consultant Public Health (retired)","Medical Professional","As an applicant for a job outside of my current organisation","8 to 10 years",1536,0.97899,0.97465,"UK General Population",40,5,3,12,11,5,5,6,4,12,9,98,1.089,32,,,,71,1.47021,
4889,"2016-02-09 20:25:21","Female","Yes","White - British","","16-19 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","A-Level Scottish Highers or equivalent","First year opportunities: Spring vaction scheme and open days","Student","None of the above","Prefer not to say",1784,-0.09202,-0.54434,"Hogan Lovells Graduates",40,5,4,12,10,5,1,6,5,12,7,5,0.48594,27,,,,31,0.15037,
18788,"2013-07-01 03:23:16","Male","Yes","White - British","","55-59 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Master Degree","Principal","Consultant","As an applicant for a job outside of my current organisation","Less than 1 year",1618,0.15572,-0.39405,"Managers",40,5,2,12,8,5,3,6,4,12,6,36,-0.52133,23,,,,47,-0.28508,
42062,"2014-11-19 15:16:48","Male","Yes","White - British","","55-59 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Higher Education Certificate or Diploma","Weight Management Facilitator","Other","As an applicant for a job outside of my current organisation","26 years or more",1800,-0.75631,-0.87563,"UK General Population",37,5,2,12,5,5,2,6,5,9,2,12,-0.93476,16,,,,38,-1.05255,
47506,"2015-02-18 13:01:56","Male","No","White - Any other White Background","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Cyprus","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1242,0.03767,0.24923,"UK General Population",40,5,4,12,11,5,2,6,5,12,9,79,1.13884,31,,,,58,0.52866,
28898,"2015-01-27 18:34:25","Female","Yes","White - British","","35-39 years","Prefer not to say","","No","United Kingdom","","BA","Talent and Resourcing Manager","Human Resource Professional","As an applicant for a job outside of my current organisation","8 to 10 years",1800,-1.07758,-1.74079,"UK General Population",24,5,3,12,8,5,2,2,2,0,0,3,-0.15101,15,,,,30,-1.3759,
55578,"2016-02-10 15:50:28","Male","No","White - Any other White Background","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Cyprus","","Higher Education Certificate or Diploma","ACA or ACCA","Student","As an applicant for a job in my current organisation","3 to 4 years",1800,-0.59565,0.06183,"UK General Population",40,5,0,12,9,5,4,6,3,12,7,62,0.58915,23,,,,53,0.11034,
46805,"2015-02-02 10:22:57","Male","Yes","White - British","","20-24 years","No religion","","No","Wales","","BA","Vacation Scheme Applicant","Administrative/Clerical","As an applicant for a job outside of my current organisation","Less than 1 year",1244,0.12758,-1.06178,"Graduates in Law, Business, Economic or Finance",40,5,1,12,8,5,5,6,4,12,6,35,0.06972,24,,,,46,-0.36288,
37603,"2014-10-08 20:46:44","Male","Yes","White - British","","55-59 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","BSc","Director","Consultant","As an applicant for a job outside of my current organisation","1 to 2 years",1760,0.66155,-0.57186,"UK General Population",40,5,2,12,12,5,5,6,6,12,4,79,1.40835,29,,,,58,0.59177,
48084,"2015-03-17 16:20:18","Male","","Asian or Asian British - Indian","","20-24 years","No religion","","No","","","BSc","Strategic Analytics","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1800,1.0279,-0.04379,"Senior Management",40,5,4,12,9,5,5,6,5,12,7,57,0.17175,30,,,,52,0.50529,
24434,"2013-10-29 07:44:04","Female","Yes","Asian or Asian British - Chinese","","16-19 years","Buddhist","","No","Singapore","","Other","Student","Student","None of the above","16 to 20 years",3158,0.15396,1.07725,"UK General Population",40,5,2,12,11,5,3,6,5,12,10,86,0.51719,31,,,,61,0.8143,
41152,"2014-11-19 23:36:52","Male","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","BA","First Degree Graduate","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1064,-0.38448,-0.1738,"Bank of England Graduate & Internship Applicants 2014",40,5,2,12,9,5,3,6,3,12,7,36,0.49704,24,,,,47,0.0231,
2252,"2013-08-01 23:56:59","Female","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1290,1.52742,1.24074,"Hogan Lovells Graduates",40,5,5,12,11,5,4,6,6,12,10,76,0.43635,36,,,,56,1.35662,
10367,"2012-11-16 09:49:09","Male","Yes","Black or Black British - African","","25-29 years","No religion","","No","United Kingdom","","BA","Applicant for a graduate position at the Bank of England","Other","As an applicant for a job outside of my current organisation","Less than 1 year",1800,0.97521,0.9799,"Graduates",40,5,3,12,11,5,5,6,5,12,10,93,0.65357,34,,,,63,1.31795,
35190,"2014-06-03 18:19:35","Female","No","White - Any other White Background","","50-54 years","No religion","","No","Bosnia","","Other","HR Policy Lead","Human Resource Professional","As an applicant for a job outside of my current organisation","11 to 15 years",1756,-1.12579,-1.16971,"Senior Management",40,5,2,12,7,5,1,6,4,12,3,7,-0.3476,17,,,,31,-1.03665,
1075,"2012-02-20 15:37:06","Male","Yes","White - British","","16-19 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student/ Part-time research assistant ","Student","None of the above","Less than 1 year",1127,0.58557,-0.34373,"Hogan Lovells Graduates",40,5,4,12,9,5,4,6,5,12,4,9,0.4192,26,,,,35,0.2951,
22687,"2013-11-16 20:57:15","Female","No","White - Any other White Background","","35-39 years","No religion","","No","Portugal","","Master Degree","Associate Analyst","Financial Analyst","As an applicant for a job outside of my current organisation","3 to 4 years",1140,0.27944,0.71756,"Bank of England Graduate & Internship Applicants 2013",40,5,3,12,10,5,5,6,2,12,9,80,0.65701,29,,,,58,0.79033,
31653,"2014-04-21 21:11:41","Female","Yes","White - British","","25-29 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","England","","BA","Dental Hygienist/Therapist","Other","As an applicant for a job outside of my current organisation","1 to 2 years",1602,-0.62473,0.09797,"UK General Population",40,5,4,12,4,5,1,6,4,12,9,21,-0.95985,22,,,,42,-0.72329,
3579,"2015-02-03 00:27:58","Female","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","BA","~","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1801,-0.31509,0.829,"Hogan Lovells Graduates",40,5,4,12,10,5,4,6,3,12,9,33,0.88553,30,,,,45,0.74616,
1363,"2012-08-04 14:26:44","Male","Yes","Black or Black British - African","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Zambia","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1799,1.22973,-0.15771,"Hogan Lovells Graduates",40,5,4,12,11,5,4,6,5,12,6,18,0.41927,30,,,,40,0.57539,
44460,"2014-11-02 17:58:22","Female","Yes","White - British","","50-54 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Master Degree","Chief Executive","Other","As an applicant for a job outside of my current organisation","1 to 2 years",1241,-0.0571,-0.71204,"Executive Search candidates (UK)",40,5,2,12,9,5,4,6,4,12,6,26,0.33564,25,,,,44,-0.16051,
7422,"2012-05-24 14:42:57","Female","Yes","Asian or Asian British - Indian","","20-24 years","Sikh","","No","United Kingdom","","Master Degree","N/A","Human Resource Professional","As an applicant for a job outside of my current organisation","Less than 1 year",1800,0.60043,0.86268,"UK General Population",40,5,3,12,11,5,4,6,4,12,9,93,0.9623,31,,,,65,1.10923,
10581,"2012-11-15 22:03:09","Female","No","White - Any other White Background","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Austria","","Master Degree","undergraduate program","Other","As an applicant for a job outside of my current organisation","Less than 1 year",1162,1.49095,0.79108,"Graduates",40,5,3,12,9,5,5,6,6,12,8,87,0.43486,31,,,,61,1.17305,
25845,"2015-02-11 16:59:55","Male","","Other ethnic group, please specify below","Latin American ","25-29 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Colombia","n/a","Master Degree","Risk Engineering Graduate 2015 Programme","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1800,-0.13168,-0.14262,"Graduates",36,5,5,12,8,5,2,6,4,8,7,49,0.45096,26,,,,50,0.15917,
50534,"2015-07-15 12:24:36","Male","Yes","Prefer not to say","","35-39 years","Sikh","","No","United Kingdom","","Prefer not to say","Client Protection Manager","Prefer not to say","As an applicant for a job outside of my current organisation","Prefer not to say",1800,-0.18162,0.14502,"Senior Management",40,5,2,12,8,5,3,6,5,12,8,43,0.45632,26,,,,49,0.24681,
39682,"2014-10-12 21:42:22","Male","Yes","White - British","","35-39 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","BA","Solicitor","Legal Professional","As an applicant for a job outside of my current organisation","8 to 10 years",1792,0.88285,-0.93564,"Managers",40,5,2,12,10,5,5,6,6,12,5,47,0.62497,28,,,,50,0.05047,
36113,"2015-12-04 10:37:45","Female","Yes","White - British","","16-19 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","None of the above","11 to 15 years",902,0.32204,0.05641,"UK General Population",39,5,3,11,4,5,4,6,5,12,7,14,-1.57611,23,,,,39,-0.90235,
33118,"2014-03-27 17:10:17","Male","Yes","Asian or Asian British - Pakistani","","20-24 years","Muslim","","No","United Kingdom","","Prefer not to say","Assessor","Prefer not to say","As an applicant for a job outside of my current organisation","Prefer not to say",934,-1.21391,-0.61858,"UK General Population",40,5,2,12,7,5,0,6,3,12,4,16,-0.19437,16,,,,40,-0.82567,
930,"2012-02-05 22:14:29","Female","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Vacation Scheme","Student","As an applicant for a job outside of my current organisation","16 to 20 years",1436,0.41024,-0.68052,"Hogan Lovells Graduates",40,5,3,12,10,5,3,6,5,12,7,9,0.48197,28,,,,35,0.24533,
17933,"2013-04-16 11:55:35","Male","Yes","White - British","","30-34 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Other","Superintendent Radiographer","Medical Professional","As an applicant for a job outside of my current organisation","3 to 4 years",1677,0.60077,-0.12491,"UK General Population",40,5,3,12,9,5,5,6,4,12,8,62,-0.01987,29,,,,53,0.17423,
54564,"2015-12-01 00:57:37","Female","Yes","White - Any other White Background","New Zealander","25-29 years","No religion","","No","New Zealand","","LLB","Solicitor","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1531,0.9852,1.11646,"Managers",40,5,4,12,11,5,5,6,4,12,9,96,1.07747,33,,,,64,1.45566,
24737,"2013-11-21 20:25:50","Male","Yes","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","BA","Student","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1340,0.27314,1.9675,"Graduates",40,5,3,12,12,5,3,6,5,12,12,91,1.27135,35,,,,62,1.21951,
56644,"2016-02-20 10:49:30","Female","","White - British","","25-29 years","No religion","","No","","","Master Degree","Senior Assistant Psychologist","Other","As part of a trial","3 to 4 years",1594,0.79456,1.05871,"UK General Population",40,5,3,12,10,5,5,6,5,12,9,96,0.8368,32,,,,67,1.26931,
1530,"2012-10-30 17:10:34","Female","No","White - Any other White Background","Bulgarian","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","No","No","Bulgaria","","A-Level Scottish Highers or equivalent","intern","Student","None of the above","Less than 1 year",1719,-1.12266,-0.28846,"Hogan Lovells Graduates",40,5,1,12,8,5,3,6,2,12,6,2,-0.34218,20,,,,26,-0.69284,
46378,"2015-01-03 12:07:07","Male","Yes","White - British","","20-24 years","No religion","","No","Hong Kong","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1788,0.79105,0.57698,"Graduates",40,5,4,12,11,5,4,6,5,12,9,87,1.0927,33,,,,61,1.1719,
49253,"2015-07-28 14:46:56","Female","No","Asian or Asian British - Chinese","","40-44 years","Buddhist","","No","Malaysia","","BSc","Accountant","Accountant","As an applicant for a job outside of my current organisation","Less than 1 year",2394,-0.07091,-0.22807,"Managers",40,5,4,12,8,5,4,6,3,12,5,44,-0.07835,24,,,,49,-0.11311,
1424,"2012-10-10 19:38:02","Female","Yes","White - Irish","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","BA","n/a","Administrative/Clerical","As an applicant for a job outside of my current organisation","Less than 1 year",1800,0.42393,1.47447,"Hogan Lovells Graduates",40,5,3,12,12,5,3,6,6,12,12,59,1.21866,36,,,,52,1.07639,
1146,"2012-02-24 20:45:49","Female","Yes","White - British","","16-19 years","No religion","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","None of the above","Less than 1 year",1749,0.23821,0.28151,"Hogan Lovells Graduates",40,5,2,12,8,5,4,6,5,12,8,2,-0.69485,27,,,,26,-0.37479,
3804,"2015-03-02 12:24:58","Prefer not to say","Prefer not to say","Prefer not to say","","Prefer not to say","Prefer not to say","","Prefer not to say","Prefer not to say","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","11 to 15 years",1800,0.51059,-0.1219,"Hogan Lovells Graduates",40,5,2,12,6,5,5,6,5,12,7,2,-0.30183,25,,,,26,-0.06334,
4820,"2016-01-23 12:37:47","Male","","Mixed - White and Asian","","40-44 years","Prefer not to say","","No","","","BA","Consultant & Advisory Board Member","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1749,1.16592,1.68011,"Hogan Lovells Graduates",40,5,3,12,10,5,5,6,6,12,11,88,0.95008,35,,,,61,1.73627,
4452,"2015-11-03 13:05:50","Female","","White - British","","16-19 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","Prefer not to say","","","A-Level Scottish Highers or equivalent","Vacation Schemes 2016","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1776,0.58077,-1.59371,"Hogan Lovells Graduates",40,5,4,12,9,5,4,6,5,12,2,2,0.09738,24,,,,26,-0.43047,
13530,"2012-11-22 20:10:16","Male","Yes","Asian or Asian British - Indian","","20-24 years","Hindu","","No","India","","A-Level Scottish Highers or equivalent","Law Student","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1231,0.52528,-0.47361,"Graduates",40,5,5,12,11,5,3,6,4,12,5,62,0.89884,28,,,,54,0.38663,
22864,"2014-04-04 02:00:35","Male","No","White - Any other White Background","","20-24 years","Prefer not to say","","No","Greece","","Prefer not to say","Summer Intership","Student","None of the above","1 to 2 years",1535,-0.74138,-0.17343,"Bank of England Graduate & Internship Applicants 2013",40,5,1,12,10,5,3,6,4,12,5,29,0.41145,23,,,,45,-0.19107,
53761,"2016-01-08 00:55:56","Male","No","Asian or Asian British - Chinese","","20-24 years","No religion","","No","China","","A-Level Scottish Highers or equivalent","Graduate Investments","Student","As an applicant for a job in my current organisation","3 to 4 years",1694,-0.47904,1.18098,"Graduates",40,5,3,12,11,5,2,6,3,12,9,67,0.95516,28,,,,55,0.54017,
27120,"2014-04-01 09:28:38","Male","Yes","Asian or Asian British - Indian","","25-29 years","Hindu","","No","India","","Other","Assistant Manager","Accountant","As an applicant for a job in my current organisation","5 to 7 years",1800,-0.61669,0.25672,"UK General Population",40,5,1,12,8,5,3,6,3,12,10,50,-0.10223,25,,,,50,-0.19171,
49868,"2015-06-22 17:47:11","Male","No","Asian or Asian British - Indian","","30-34 years","Hindu","","No","India","","Other","App Dev Programmer Analyst","Information Technology Professional","For professional development","5 to 7 years",1591,-0.57871,-0.63285,"Private Sector Managers",40,5,3,12,8,5,2,6,4,12,6,18,-0.74011,23,,,,40,-0.90144,
21172,"2013-11-05 21:35:54","Male","Yes","White - British","","20-24 years","Other religion, please specify below","Unificationist","No","United Kingdom","","LLB","~","Student","As an applicant for a job outside of my current organisation","Less than 1 year",1029,0.21591,-0.06802,"Bank of England Graduate & Internship Applicants 2013",40,5,2,12,10,5,4,6,4,12,6,61,0.76902,26,,,,53,0.40887,
37027,"2014-07-29 10:14:51","Female","Yes","Black or Black British - African","","35-39 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Other","Case Worker","Legal Professional","As an applicant for a job outside of my current organisation","3 to 4 years",1594,-0.12157,0.93015,"Managers",40,5,3,12,10,5,2,6,6,12,9,78,1.00647,30,,,,58,0.77416,
2395,"2013-10-24 10:59:00","Female","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Durham University student","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1626,1.10393,0.3828,"Hogan Lovells Graduates",40,5,3,12,11,5,5,6,5,12,8,59,1.02641,32,,,,52,0.95507,
43639,"2014-11-20 12:11:18","Female","Yes","White - Irish","","40-44 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Ireland","","Higher Education Certificate or Diploma","Dental Nurse ","Prefer not to say","As an applicant for a job outside of my current organisation","5 to 7 years",1800,-1.193,-1.63041,"UK General Population",22,5,2,12,6,5,5,0,0,0,0,1,-1.14507,13,,,,25,-1.80988,
53774,"2016-02-20 09:11:49","Female","No","Asian or Asian British - Chinese","","20-24 years","No religion","","No","China","","BSc"," Zurich Finance Graduate 2016 Programme","Student","As an applicant for a job outside of my current organisation","Less than 1 year",1800,-1.12031,-0.93686,"Graduates",40,5,1,12,10,5,1,6,5,12,6,26,0.80905,23,,,,43,-0.41382,
9332,"2012-11-03 12:46:29","Male","No","Other ethnic group, please specify below","Arab","25-29 years","Muslim","","No","Jordan","","Master Degree","postgraduate","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1736,0.35095,1.11478,"Graduates",40,5,2,12,10,5,4,6,4,12,10,84,0.54527,30,,,,59,0.97407,
27496,"2013-12-02 11:04:01","Male","Yes","White - British","","40-44 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","GCSE equivalent","Fraud Practice Manager EMEA","Consultant","As an applicant for a job outside of my current organisation","1 to 2 years",1478,-0.08889,-0.3947,"Executive Search candidates (UK)",40,5,2,12,5,5,4,6,3,12,5,19,-0.47398,19,,,,40,-0.40373,
28540,"2014-08-02 12:37:30","Male","Yes","White - British","","30-34 years","No religion","","No","United Kingdom","","Master Degree","HR Business Partner","Human Resource Professional","As an applicant for a job outside of my current organisation","3 to 4 years",1801,0.70382,-0.66755,"UK General Population",40,5,5,12,7,5,5,6,3,12,6,54,-0.04188,26,,,,51,-0.11007,
47537,"2015-02-15 19:02:06","Male","Yes","White - British","","40-44 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Master Degree","Director of Student Experience","Other","As an applicant for a job outside of my current organisation","11 to 15 years",1800,1.63486,-0.17799,"UK General Population",40,5,5,12,9,5,5,6,5,12,6,76,0.17851,30,,,,57,0.42252,
1159,"2012-02-28 14:44:34","Female","Yes","White - British","","16-19 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","Less than 1 year",1612,0.67073,0.82199,"Hogan Lovells Graduates",40,5,2,12,9,5,5,6,4,12,9,59,0.39958,29,,,,52,0.80927,
40778,"2014-11-17 19:20:52","Female","Yes","White - British","","25-29 years","No religion","","No","United Kingdom","","BA","Student","Other","As an applicant for a job outside of my current organisation","3 to 4 years",1497,1.33299,-0.43555,"Bank of England Graduate & Internship Applicants 2014",40,5,4,12,11,5,5,6,5,12,6,69,1.39667,31,,,,55,0.59004,
